Date,Location,Country,Temperature,CO2 Emissions,Sea Level Rise,Precipitation,Humidity,Wind Speed
2000-01-01 0:00:00,New Williamtown,Latvia,10.68898596,403.1189025,0.717506028,13.83523694,23.63125622,18.492026
2000-01-01 20:09:43,North Rachel,South Africa,13.81443029,396.6634993,1.205714578,40.97408401,43.98294551,34.24929982
2000-01-02 16:19:27,West Williamland,French Guiana,27.32371776,451.5531551,-0.1607829704,42.6979313,96.65259964,34.12426103
2000-01-03 12:29:10,South David,Vietnam,12.30958059,422.4049835,-0.4759314713,5.193341254,47.46793822,8.554563363
2000-01-04 8:38:53,New Scottburgh,Moldova,13.21088506,410.4729986,1.135756628,78.69527968,61.7896717,8.001163673
2000-01-05 4:48:36,South Nathan,Saint Helena,6.229326003,392.4733172,1.122209652,76.36833149,48.97388551,30.39890794
2000-01-06 0:58:20,Port Richardfurt,Tuvalu,21.64673809,387.6484371,0.05847124093,9.650388926,11.40228447,15.72094364
2000-01-06 21:08:03,Adambury,Australia,19.73080012,448.180275,0.001415078588,93.36075533,21.52634971,29.99349506
2000-01-07 17:17:46,Williamsonberg,Qatar,19.85811441,379.6188201,0.5848806209,6.218846318,30.8619489,37.51947246
2000-01-08 13:27:29,North Thomas,Chad,14.12156291,410.5170724,-1.712224247,15.35158293,88.42279395,47.92252054
2000-01-09 9:37:13,West Jillton,Fiji,6.095003072,360.8111784,-0.9350594522,95.46176936,28.93254388,20.88834144
2000-01-10 5:46:56,Robertville,Guernsey,12.28706409,488.3559377,0.0213680522,11.83823602,90.04033902,30.43540964
2000-01-11 1:56:39,Camposfort,Egypt,22.32453267,445.2089602,-1.028802304,48.77875857,83.40625181,1.833402039
2000-01-11 22:06:22,Hughesville,Rwanda,15.788181,373.3412975,-2.061535883,13.36168293,56.94488537,23.38600799
2000-01-12 18:16:06,Adammouth,Samoa,17.06097786,503.4508725,1.281869805,80.91894668,24.79688972,17.09447693
2000-01-13 14:25:49,East Ricardomouth,Mongolia,7.164086323,447.6231963,-0.08466048087,89.80802189,96.88787048,32.02683684
2000-01-14 10:35:32,Port Robertborough,Equatorial Guinea,14.79934393,396.9978084,-1.086789668,23.28876446,37.69558959,41.68841462
2000-01-15 6:45:15,South Natalieshire,Libyan Arab Jamahiriya,2.228858555,348.1042716,-0.03061834803,64.63697079,21.77200392,46.22845711
2000-01-16 2:54:59,Zacharyborough,Libyan Arab Jamahiriya,16.90189329,359.1717549,-0.1350399006,15.51260918,84.10307772,25.93978594
2000-01-16 23:04:42,Bakerburgh,Mali,10.87458927,415.6086326,1.218313975,57.99068057,15.76440672,10.09879663
2000-01-17 19:14:25,Devinchester,Cocos (Keeling) Islands,13.81842848,343.2532726,0.5417702303,14.36138788,8.28530788,13.80263717
2000-01-18 15:24:08,Thompsonburgh,Bahrain,10.0269318,325.3115883,0.6559375174,49.14687341,47.72895685,27.80018482
2000-01-19 11:33:52,East Darlene,French Southern Territories,21.08214941,421.3042895,0.2369629438,95.56628339,87.70152798,34.05023602
2000-01-20 7:43:35,North Ericchester,Iceland,3.940120976,352.760749,0.7980831533,1.999065402,14.40454842,8.346310034
2000-01-21 3:53:18,West Annaview,Bahrain,12.94274256,350.0662307,0.3960083828,78.50205436,17.55696719,11.85901906
2000-01-22 0:03:01,Bartonhaven,Tajikistan,17.23297925,353.0930714,-2.232079073,48.07797656,3.925451783,40.52030307
2000-01-22 20:12:45,Lake David,Norfolk Island,21.22103767,352.0088624,1.456739301,98.95365146,72.91148089,27.88960756
2000-01-23 16:22:28,Angelicaview,Libyan Arab Jamahiriya,19.05912676,411.7331225,0.6109107612,37.62045971,82.60715575,30.35893039
2000-01-24 12:32:11,Alexischester,Bosnia and Herzegovina,15.55662842,397.7143158,-1.535181444,98.78284331,85.46321766,43.55801812
2000-01-25 8:41:54,Williambury,Reunion,8.940554692,398.0278101,-0.7336004991,41.27132981,7.689675894,43.44641627
2000-01-26 4:51:38,Amandaville,Ethiopia,17.12078324,458.6236596,-0.2691909001,56.93068598,27.74861701,10.2725212
2000-01-27 1:01:21,Lake Glennmouth,Spain,11.05027576,404.9316306,0.7168908436,18.45243466,48.60922123,24.62772955
2000-01-27 21:11:04,Wagnerbury,Italy,9.442613181,370.561077,-1.251962984,86.96688711,83.43581277,8.076130313
2000-01-28 17:20:48,Christopherside,Andorra,14.11227787,415.027263,-0.3048719876,69.13522187,3.851053569,31.51594891
2000-01-29 13:30:31,Hoffmanborough,Gibraltar,7.894868493,447.0534287,-0.2345100566,49.21656811,46.00633434,49.95964579
2000-01-30 9:40:14,Gordonfort,Monaco,19.79718644,481.7500806,-0.1631667839,76.04414499,37.16814795,47.55326662
2000-01-31 5:49:57,New Bobhaven,Comoros,17.93781928,458.0538052,-0.02402442463,5.962754337,43.89037673,49.45909689
2000-02-01 1:59:41,West Jeffrey,British Indian Ocean Territory (Chagos Archipelago),14.89574313,474.3180873,0.03054145131,46.62674838,2.646945402,20.24760797
2000-02-01 22:09:24,Duncanmouth,Czech Republic,13.52682085,446.9604141,0.4373569246,42.72973912,5.076455995,39.37965189
2000-02-02 18:19:07,Fieldsside,Iran,20.74140008,446.4020458,-0.03823611721,88.33768572,44.07012922,45.16490106
2000-02-03 14:28:50,Emmafort,Antigua and Barbuda,12.29042956,321.1354834,-0.4450386061,74.77749763,58.72859892,16.64265691
2000-02-04 10:38:34,East Davidshire,Seychelles,11.74020919,459.7139666,1.179214498,88.06951936,87.41136061,19.33378056
2000-02-05 6:48:17,Port Austinchester,Slovenia,10.32526944,354.5349525,0.1239299679,31.03894102,36.5061531,13.34657611
2000-02-06 2:58:00,North Bryan,Gabon,7.511291129,379.7306481,1.986904928,34.07533377,82.34076027,15.98344312
2000-02-06 23:07:43,Stewartbury,India,13.86378356,408.121863,-0.07881106302,77.49866102,31.35600534,26.26412139
2000-02-07 19:17:27,North Ryan,Chad,9.026524681,391.4395821,0.135980596,25.37810588,17.5044651,25.66667354
2000-02-08 15:27:10,West Micheleland,Congo,19.85916521,316.2131333,0.8367186163,90.8469614,7.654420066,13.05631953
2000-02-09 11:36:53,Lisaview,Tunisia,21.11288612,499.0872828,0.525015923,58.89745575,28.70374826,18.70589117
